-0.235948,0.400157
-1.021262,2.240893
-0.132442,-0.977278
-1.049912,-0.151357
-2.103219,0.410599
-1.855956,1.454274
-1.238962,0.121675
-1.556137,0.333674
-0.505921,-0.205158
-1.686932,-0.854096
-4.552990,0.653619
-1.135564,-0.742165
0.269755,-1.454366
-1.954241,-0.187184
-0.467221,1.469359
-1.845053,0.378163
-2.887786,-1.980796
-2.347912,0.156349
-0.769709,1.202380
-2.387327,-0.302303
-3.048553,-1.420018
-3.706270,1.950775
-2.509652,-0.438074
-3.252795,0.777490
-3.613898,-0.212740
-2.895467,0.386902
-2.510805,-1.180632
-2.028182,0.428332
-1.933483,0.302472
-2.634322,-0.362741
-2.672460,-0.359553
-2.813146,-1.726283
-1.822574,-0.401781
-3.630198,0.462782
-2.907298,0.051945
-1.270909,0.128983
-0.860599,-1.234826
-1.597658,-0.684810
-2.870797,-0.578850
-2.311553,0.056165
-3.165150,0.900826
-1.534338,-1.536244
-0.511748,1.895889
-0.821220,-0.179925
-3.070753,1.054452
-2.403177,1.222445
-1.791725,0.976639
-1.643634,0.706573
-1.989500,1.785870
-1.873088,0.401989
-0.116849,-1.347759
-3.270485,0.969397
-3.173123,1.943621
-2.413619,-0.747455
-0.077058,1.480515
-0.132441,0.906045
-2.861226,1.910065
-2.268003,0.802456
-1.052748,-0.155010
-1.385921,0.922207
-1.623574,-1.099401
-1.701762,1.326386
-2.694568,-0.149635
-2.435154,1.849264
-1.327705,0.407462
-2.769916,0.539249
-2.674333,0.031831
-2.635846,0.676433
-1.423409,-0.208299
-1.603993,-1.093062
-3.491258,0.439392
-1.833327,0.635031
0.383145,0.944479
-2.912822,1.117016
-3.315907,-0.461585
-2.068242,1.713343
-2.744755,-0.826439
-2.098453,-0.663478
-0.873364,-1.079932
-3.147469,-0.437820
-2.498032,1.929532
-1.050579,0.087551
-3.225436,0.844363
-3.000215,-1.544771
-0.811970,0.316943
-1.079141,0.318728
-1.143169,-0.651026
-3.034243,0.681595
-2.803410,-0.689550
-2.455533,0.017479
-2.353994,-1.374951
-2.643618,-2.223403
-1.374769,-1.602058
-3.104383,0.052165
-2.739563,1.543015
-3.292857,0.267051
-2.039283,-1.168093
-1.476723,-0.171546
-1.228209,0.823504
0.163236,1.336528
9.630818,-0.239379
11.099660,0.655264
10.640132,-1.616956
9.975674,-0.738031
10.279925,-0.098150
10.910179,0.317218
10.786328,-0.466419
9.055554,-0.410050
9.982980,0.379152
12.259309,-0.042257
9.044055,-0.345982
9.536404,0.481481
8.459203,0.063262
10.156507,0.232181
9.402684,-0.237922
8.575939,-0.493320
9.457139,0.416050
8.843818,0.781198
11.494485,-2.069985
10.426259,0.676908
9.362563,-0.397272
9.867119,-0.297791
9.690987,-1.676004
11.152332,1.079619
9.186636,-1.466424
10.521065,-0.575788
10.141953,-0.319328
10.691539,0.694749
9.274403,-1.383364
8.417062,0.610379
8.811141,-0.506816
9.403686,-0.052567
8.063720,0.188779
10.523891,0.088422
9.689114,0.097400
10.399046,-2.772593
11.955912,0.390093
9.347591,-0.390953
10.493742,-0.116104
7.969316,2.064493
9.889459,1.020173
9.307950,1.536377
10.286344,0.608844
8.954747,1.211145
10.689818,1.301846
9.371912,-0.481027
12.303917,-1.060016
9.864050,1.136891
10.097725,0.582954
9.600551,0.370056
8.693473,1.658131
9.881836,-0.680178
10.666383,-0.460720
8.665742,-1.346718
10.693773,-0.159573
9.866298,1.077744
8.873174,-0.730678
9.615120,0.094352
9.957829,-0.286887
9.938374,-0.107305
9.280396,-0.812993
10.274516,-0.890915
8.842645,-0.312292
9.842333,2.256723
9.295300,0.943261
10.747188,-1.188945
10.773253,-1.183881
7.340828,0.606320
8.244109,0.450934
9.315989,1.659551
11.068509,-0.453386
9.312162,-1.214077
9.559077,-0.280355
9.635306,0.156704
10.578521,0.349654
9.235856,-1.437791
11.364532,-0.689449
9.347706,-0.521189
8.156930,-0.477974
9.520344,0.620358
10.698457,0.003771
10.931848,0.339965
9.984318,0.160928
9.809347,-0.394850
9.732266,-1.128011
10.280442,-0.993124
10.841631,-0.249459
10.049495,0.493837
10.643314,-1.570623
9.793096,0.880179
8.301894,0.387280
7.744436,-1.022507
10.038631,-1.656715
9.014489,-1.471835
11.648135,0.164228
10.567290,-0.222675
9.646568,-1.616474
9.708163,-0.761492
10.857924,1.141102
11.466579,0.852552
